Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
UK,2015,Malware,Government,Nation-state,Social Engineering,Antivirus,68.8,284512,23,0.0,Under a day,0.6865011558950649,0.28431232242239124,0.30985915492957744,0.49051610566016535
Japan,2021,Malware,Education,Nation-state,Weak Passwords,Encryption,76.8,607544,56,0.0,1-3 days,0.7669112473615439,0.6075993959233835,0.7746478873239436,0.7206650199225757
UK,2016,Ransomware,Banking,Hacker Group,Social Engineering,Encryption,92.39,61764,38,0.0,1-3 days,0.923610413106845,0.06138843547559024,0.5211267605633803,0.5844470893087756
USA,2023,DDoS,Telecommunications,Nation-state,Zero-day,Antivirus,11.73,489053,29,0.0,1-3 days,0.11287566589606997,0.48901483270300267,0.39436619718309857,0.2820155221955555
China,2020,SQL Injection,Telecommunications,Nation-state,Weak Passwords,Firewall,29.31,8884,23,0.0,Under a day,0.2895768418936577,0.008466680210686231,0.30985915492957744,0.2093002559959502
Germany,2017,Ransomware,Retail,Hacker Group,Social Engineering,AI-based Detection,91.67,80135,35,0.0,1-3 days,0.9163735048748619,0.07977394163995392,0.4788732394366197,0.5778935828167411
USA,2022,Phishing,Retail,Insider,Social Engineering,Encryption,47.66,20064,61,0.0,1-3 days,0.47401748919489395,0.019655508195966617,0.8450704225352113,0.4119194815632792
India,2022,SQL Injection,Telecommunications,Insider,Weak Passwords,AI-based Detection,95.74,849940,61,0.0,1-3 days,0.9572821389084331,0.8501867973831353,0.8450704225352113,0.9027111931761993
Japan,2021,Ransomware,Government,Hacker Group,Weak Passwords,Firewall,79.25,437649,10,0.0,Under a day,0.7915368378731531,0.4375702429216652,0.1267605633802817,0.5523916044891324
Australia,2020,SQL Injection,Telecommunications,Unknown,Unpatched Software,AI-based Detection,43.69,269137,18,0.0,Under a day,0.43411398130465373,0.2689251819685732,0.23943661971830985,0.3456218691865608
UK,2018,Malware,Telecommunications,Insider,Unpatched Software,Antivirus,23.27,233460,11,0.0,Under a day,0.228867222836466,0.2332200105883542,0.14084507042253522,0.2125686286792463
UK,2015,SQL Injection,Banking,Nation-state,Unpatched Software,Firewall,6.96,474585,34,0.0,1-3 days,0.06493114885918183,0.474535408437257,0.4647887323943662,0.26778394343964124
Russia,2024,SQL Injection,Government,Hacker Group,Weak Passwords,Firewall,41.65,674211,54,0.0,1-3 days,0.41360940798070156,0.6743190377207616,0.7464788732394366,0.5583961899544666
Brazil,2020,Phishing,Healthcare,Nation-state,Social Engineering,Firewall,18.79,267178,56,0.0,1-3 days,0.18383757161523773,0.2669646350970916,0.7746478873239436,0.3269377538015351
Russia,2022,DDoS,Healthcare,Hacker Group,Zero-day,Firewall,58.93,104121,15,0.0,Under a day,0.5872952055482963,0.10377888153753312,0.19718309859154928,0.36421788695371793
UK,2020,Ransomware,IT,Hacker Group,Unpatched Software,Encryption,83.29,217598,24,0.0,Under a day,0.8321439340637251,0.21734548558812902,0.323943661971831,0.5460643451026674
China,2024,Ransomware,Government,Nation-state,Social Engineering,VPN,65.96,44082,48,0.0,1-3 days,0.6579555734244648,0.04369247336148221,0.6619718309859155,0.47447989491786013
India,2018,Phishing,Banking,Hacker Group,Unpatched Software,Encryption,71.58,31733,49,0.0,1-3 days,0.7144436626796663,0.031333722306900146,0.676056338028169,0.501833215637537
Australia,2022,Man-in-the-Middle,Banking,Nation-state,Zero-day,Encryption,34.16,346224,64,0.0,1-3 days,0.33832545984521056,0.34607305163774216,0.8873239436619719,0.4504494341463223
Australia,2015,DDoS,IT,Unknown,Social Engineering,Firewall,61.01,419127,26,0.0,1-3 days,0.6082018293295809,0.41903361752422663,0.352112676056338,0.500233535133326
USA,2024,Man-in-the-Middle,Education,Unknown,Weak Passwords,Antivirus,53.59,810539,22,0.0,Under a day,0.5336214694944216,0.8107546854468175,0.29577464788732394,0.5691920699587208
USA,2020,DDoS,Retail,Hacker Group,Unpatched Software,Firewall,11.79,692784,2,0.0,Under a day,0.11347874158206854,0.6929067033889739,0.014084507042253521,0.2674282832161771
USA,2020,SQL Injection,Retail,Unknown,Unpatched Software,Encryption,16.98,315050,8,0.0,Under a day,0.16564478842094685,0.31487443592994874,0.09859154929577464,0.19700303484861298
India,2016,SQL Injection,IT,Unknown,Weak Passwords,Encryption,29.24,786464,38,0.0,1-3 days,0.28887325359332594,0.7866606752727903,0.5211267605633803,0.48466018149117607
UK,2023,Man-in-the-Middle,IT,Hacker Group,Weak Passwords,AI-based Detection,20.35,140061,42,0.0,1-3 days,0.19951753945120115,0.1397472605886044,0.5774647887323944,0.2571759056486608
Brazil,2021,SQL Injection,IT,Hacker Group,Unpatched Software,Encryption,34.32,673923,3,0.0,Under a day,0.3399336616745402,0.6740308103093341,0.028169014084507043,0.37780987674697175
Japan,2017,SQL Injection,Government,Insider,Zero-day,Encryption,35.88,221051,18,0.0,Under a day,0.3556136295105036,0.2208012121563914,0.23943661971830985,0.2919345023458312
Russia,2017,SQL Injection,Banking,Nation-state,Unpatched Software,AI-based Detection,33.84,442940,7,0.0,Under a day,0.33510905618655146,0.4428654208170246,0.08450704225352113,0.31731556278908735
Russia,2024,SQL Injection,Telecommunications,Nation-state,Zero-day,Encryption,17.21,677688,31,0.0,1-3 days,0.1679565785506081,0.6777987832399763,0.4225352112676056,0.3718249665008181
Russia,2017,Ransomware,Education,Unknown,Social Engineering,Encryption,95.08,679860,66,0.0,1-3 days,0.9506483063624486,0.6799724983011596,0.9154929577464789,0.8624144942208679
Germany,2016,Phishing,Retail,Unknown,Zero-day,Encryption,27.85,963983,45,0.0,1-3 days,0.27490200020102523,0.9643198483603563,0.6197183098591549,0.5506906165804506
UK,2020,DDoS,Retail,Unknown,Weak Passwords,VPN,18.52,125100,61,0.0,1-3 days,0.18112373102824406,0.12477444703871354,0.8450704225352113,0.29700828413277836
China,2016,DDoS,Education,Hacker Group,Social Engineering,Antivirus,81.31,815317,72,0.0,1-3 days,0.8122424364257715,0.8155364582655715,1.0,0.8507821556925572
China,2020,Man-in-the-Middle,Retail,Nation-state,Zero-day,Antivirus,34.82,500252,29,0.0,1-3 days,0.3449592923911951,0.5002226756911203,0.39436619718309857,0.4014196883395534
India,2018,DDoS,Education,Unknown,Weak Passwords,Firewall,55.3,512953,57,0.0,1-3 days,0.5508091265453815,0.5129337046930028,0.7887323943661971,0.5870311535538311
India,2023,Phishing,IT,Hacker Group,Social Engineering,AI-based Detection,88.71,337377,23,0.0,Under a day,0.8866217710322646,0.3372190658429501,0.30985915492957744,0.6064484362549328
India,2024,DDoS,Retail,Insider,Zero-day,AI-based Detection,0.6,766733,55,0.0,1-3 days,0.0010051261433309878,0.7669140952211295,0.7605633802816901,0.3826894676943424
USA,2023,Malware,Retail,Nation-state,Weak Passwords,Antivirus,50.02,578310,15,0.0,Under a day,0.49773846617750533,0.5783423120842345,0.19718309859154928,0.4618085464323329
France,2022,Man-in-the-Middle,Telecommunications,Insider,Social Engineering,Firewall,12.96,255574,69,0.0,1-3 days,0.12523871745904114,0.2553514723116539,0.9577464788732394,0.3307740961976646
China,2023,Phishing,IT,Nation-state,Unpatched Software,Encryption,43.58,169152,49,0.0,1-3 days,0.43300834254698967,0.1688612315116627,0.676056338028169,0.4023738083326275
USA,2020,Man-in-the-Middle,IT,Unknown,Zero-day,Encryption,33.22,216472,55,0.0,1-3 days,0.3288772740978993,0.2162185964726169,0.7605633802816901,0.38141689204707274
Japan,2020,Phishing,Retail,Nation-state,Weak Passwords,Encryption,38.96,370096,23,0.0,Under a day,0.38657151472509804,0.36996390151829794,0.30985915492957744,0.36624675880395385
India,2020,Phishing,Telecommunications,Insider,Zero-day,Firewall,30.14,742555,57,0.0,1-3 days,0.2979193888833049,0.7427170037159319,0.7887323943661971,0.5295212744296715
Russia,2020,Man-in-the-Middle,IT,Insider,Social Engineering,AI-based Detection,21.72,870019,5,0.0,Under a day,0.21328776761483567,0.8702816522236044,0.056338028169014086,0.37899598510830196
Australia,2022,Malware,IT,Hacker Group,Social Engineering,Antivirus,93.2,941679,43,0.0,1-3 days,0.931751934867826,0.9419982366086842,0.5915492957746479,0.8667852975714478
France,2024,DDoS,Retail,Unknown,Zero-day,Firewall,88.17,738419,11,0.0,Under a day,0.8811940898582773,0.7385777378351519,0.14084507042253522,0.6903393803641912
Brazil,2018,Phishing,Retail,Nation-state,Zero-day,Encryption,42.46,4136,23,0.01,Under a day,0.4217509297416826,0.0037149310806226113,0.30985915492957744,0.27396177518094356
India,2022,SQL Injection,Education,Nation-state,Social Engineering,Encryption,61.41,995847,1,0.0,Under a day,0.6122223339029048,0.9962090089080284,0.0,0.6049738696238609
Japan,2022,Ransomware,Education,Hacker Group,Weak Passwords,Encryption,51.51,536995,3,0.0,Under a day,0.512714845713137,0.5369946888094707,0.028169014084507043,0.4230896323163111
Germany,2016,Malware,Telecommunications,Hacker Group,Social Engineering,VPN,77.7,57200,26,0.0,1-3 days,0.7759573826515228,0.05682083163616093,0.352112676056338,0.4754474760278773
USA,2016,Phishing,Government,Nation-state,Social Engineering,VPN,14.65,936566,61,0.0,1-3 days,0.14222534928133482,0.936881199266221,0.8450704225352113,0.521191118927576
Japan,2019,DDoS,Healthcare,Insider,Unpatched Software,VPN,68.4,567370,9,0.0,Under a day,0.682480651321741,0.567393673608477,0.11267605633802817,0.5339936390110191
India,2015,Malware,Banking,Hacker Group,Unpatched Software,Firewall,34.51,970056,30,0.0,1-3 days,0.341843401346869,0.9703976437409115,0.4084507042253521,0.5437311346407784
Brazil,2020,Ransomware,IT,Hacker Group,Unpatched Software,AI-based Detection,71.74,3432,45,0.02,1-3 days,0.7160518645089958,0.0030103751860217714,0.6197183098591549,0.48287270678213545
Brazil,2015,Malware,Education,Insider,Social Engineering,Firewall,37.54,49473,51,0.0,1-3 days,0.372298723489798,0.0490877302191429,0.704225352112676,0.3417207512331771
France,2019,Man-in-the-Middle,IT,Hacker Group,Zero-day,Firewall,76.35,460984,55,0.0,1-3 days,0.7623881797165544,0.46092366877466323,0.7605633802816901,0.6715838665470142
UK,2024,Phishing,IT,Nation-state,Social Engineering,Antivirus,71.2,228010,59,0.0,1-3 days,0.7106241833350087,0.22776570714293579,0.8169014084507042,0.5870220855005259
Russia,2024,Ransomware,Government,Hacker Group,Unpatched Software,VPN,48.88,172789,10,0.0,Under a day,0.48628002814353205,0.17250110337055938,0.1267605633802817,0.3202424577589902
China,2020,Man-in-the-Middle,Retail,Nation-state,Unpatched Software,Firewall,48.24,338732,15,0.0,Under a day,0.4798472208262137,0.3385751357821321,0.19718309859154928,0.38093277086605637
Germany,2017,Ransomware,Healthcare,Insider,Weak Passwords,Firewall,32.0,175755,30,0.0,1-3 days,0.31661473514926125,0.1754694453924146,0.4084507042253521,0.29263834203742545
Brazil,2023,DDoS,Education,Nation-state,Social Engineering,AI-based Detection,50.34,897521,19,0.0,Under a day,0.5009548698361646,0.8978053684356958,0.2535211267605634,0.5705232708009037
Russia,2016,Ransomware,Healthcare,Insider,Unpatched Software,VPN,5.18,719532,10,0.0,Under a day,0.04703990350789024,0.7196758242253137,0.1267605633802817,0.2647748116975956
Australia,2024,DDoS,Government,Insider,Zero-day,Encryption,95.28,583925,70,0.0,1-3 days,0.9526585586491105,0.58396174581745,0.971830985915493,0.8458840002528889
Russia,2016,Phishing,Retail,Unknown,Zero-day,Antivirus,70.4,480522,72,0.0,1-3 days,0.7025831741883607,0.48047709642908254,1.0,0.6954347160229051
Brazil,2015,SQL Injection,IT,Unknown,Zero-day,Firewall,47.2,16957,49,0.0,1-3 days,0.4693939089355715,0.016546054837266604,0.676056338028169,0.37487203852459955
France,2016,Ransomware,IT,Unknown,Unpatched Software,VPN,29.35,316228,7,0.0,Under a day,0.28997889235099006,0.31605336610585755,0.08450704225352113,0.2567068644579565
Australia,2018,SQL Injection,Banking,Insider,Unpatched Software,Antivirus,20.28,363414,59,0.0,1-3 days,0.19881395115086944,0.363276625257328,0.8169014084507042,0.371770244842774
UK,2015,Man-in-the-Middle,Telecommunications,Insider,Zero-day,VPN,71.9,733671,20,0.0,Under a day,0.7176600663383256,0.7338259887050883,0.2676056338028169,0.6324989565412527
France,2019,SQL Injection,Telecommunications,Nation-state,Weak Passwords,Firewall,27.91,399457,48,0.0,1-3 days,0.27550507588702383,0.39934808563956964,0.6619718309859155,0.389951329832566
China,2017,DDoS,Government,Nation-state,Social Engineering,Firewall,57.34,171772,8,0.0,Under a day,0.5713136998693337,0.1714833003239556,0.09859154929577464,0.3568201498910084
USA,2015,Phishing,Government,Insider,Unpatched Software,AI-based Detection,82.4,197305,34,0.0,1-3 days,0.8231983113880793,0.19703646176833522,0.4647887323943662,0.5636678407034135
Russia,2023,Ransomware,Healthcare,Insider,Social Engineering,VPN,15.08,677971,51,0.0,1-3 days,0.14654739169765807,0.6780820067032889,0.704225352112676,0.41754336828235095
India,2021,Man-in-the-Middle,Banking,Hacker Group,Social Engineering,VPN,55.12,942454,66,0.0,1-3 days,0.5489998994873857,0.942773848566519,0.9154929577464789,0.7404306958629443
Russia,2022,Ransomware,Government,Insider,Unpatched Software,Antivirus,38.84,211205,54,0.0,1-3 days,0.38536536335310084,0.21094743752820977,0.7464788732394366,0.4052626875829006
Japan,2024,Malware,Telecommunications,Insider,Zero-day,Antivirus,42.79,483399,50,0.0,1-3 days,0.42506784601467484,0.4833563681744897,0.6901408450704225,0.4955690024737689
China,2016,DDoS,Telecommunications,Nation-state,Weak Passwords,Encryption,97.83,699791,2,0.0,Under a day,0.9782892753040507,0.6999192362774229,0.014084507042253521,0.701937309943703
Germany,2019,Phishing,Education,Nation-state,Unpatched Software,Antivirus,10.04,679314,39,0.0,1-3 days,0.09588903407377626,0.6794260671669947,0.5352112676056338,0.3588145907081133
Brazil,2020,SQL Injection,Retail,Insider,Unpatched Software,VPN,96.97,466897,58,0.0,1-3 days,0.9696451904714042,0.46684133781553644,0.8028169014084507,0.7854383768620532
Brazil,2024,SQL Injection,Healthcare,Hacker Group,Zero-day,Antivirus,41.05,175957,69,0.0,1-3 days,0.4075786511207156,0.17567160489626316,0.9577464788732394,0.4480401028038846
India,2019,Ransomware,Government,Nation-state,Weak Passwords,VPN,10.37,912202,15,0.0,Under a day,0.09920595034676852,0.9124979608911431,0.19718309859154928,0.362788983159037
Russia,2019,DDoS,Education,Nation-state,Social Engineering,Antivirus,33.73,985398,54,0.0,1-3 days,0.3340034174288873,0.9857517581371702,0.7464788732394366,0.612023010803482
China,2023,SQL Injection,Education,Nation-state,Weak Passwords,Antivirus,4.18,715127,60,0.0,1-3 days,0.03698864207458036,0.7152673459359434,0.8309859154929577,0.3992717079166648
USA,2021,Malware,Retail,Hacker Group,Unpatched Software,Encryption,72.24,472835,57,0.0,1-3 days,0.7210774952256508,0.47278402659698504,0.7887323943661971,0.6601204344651603
Australia,2016,DDoS,Healthcare,Unknown,Weak Passwords,Antivirus,98.25,412019,34,0.0,1-3 days,0.9825108051060408,0.4119200048838534,0.4647887323943662,0.7077891504970496
India,2021,SQL Injection,Retail,Insider,Weak Passwords,Antivirus,85.69,172469,16,0.0,Under a day,0.8562669615036688,0.17218085069119535,0.2112676056338028,0.5220412570859536
UK,2015,Phishing,Banking,Unknown,Unpatched Software,AI-based Detection,39.12,893284,21,0.0,Under a day,0.38817971655442757,0.8935650228029915,0.28169014084507044,0.5184973932871254
India,2021,Malware,Telecommunications,Hacker Group,Zero-day,VPN,82.66,586,23,0.14,Under a day,0.8258116393607398,0.00016212791892803423,0.30985915492957744,0.47492628904196377
Japan,2017,Phishing,IT,Nation-state,Social Engineering,VPN,49.12,845169,1,0.0,Under a day,0.4886923308875264,0.8454120300917424,0.0,0.4979697744712859
Germany,2018,Ransomware,Government,Unknown,Unpatched Software,Firewall,89.36,184748,4,0.0,Under a day,0.893155090963916,0.18446954647216654,0.04225352112676056,0.5103691136489601
Japan,2021,Malware,Healthcare,Nation-state,Weak Passwords,Firewall,77.84,783976,62,0.0,1-3 days,0.7773645592521862,0.784170710690735,0.8591549295774648,0.7957644787488065
France,2015,Phishing,IT,Unknown,Weak Passwords,VPN,49.84,282583,15,0.0,Under a day,0.49592923911950954,0.28238179923960005,0.19718309859154928,0.37211577904994464
Germany,2020,SQL Injection,Healthcare,Unknown,Unpatched Software,Encryption,96.31,591828,16,0.0,Under a day,0.9630113579254197,0.5918709862081182,0.2112676056338028,0.7013204959519059
India,2018,SQL Injection,Government,Nation-state,Zero-day,VPN,18.44,27344,1,0.0,Under a day,0.18031963011357927,0.026941256651498033,0.0,0.09824219205223904
Australia,2024,Ransomware,Healthcare,Unknown,Social Engineering,Antivirus,18.16,200307,59,0.0,1-3 days,0.17750527691225249,0.20004083221661892,0.8169014084507042,0.31214516981125273
China,2018,Man-in-the-Middle,IT,Insider,Zero-day,AI-based Detection,68.28,528411,10,0.0,Under a day,0.6812744999497438,0.5284039106855308,0.1267605633802817,0.5245105358565875
France,2015,Phishing,Banking,Insider,Weak Passwords,Encryption,95.72,551812,69,0.0,1-3 days,0.9570811136797669,0.5518233886536478,0.9577464788732394,0.8356368692106256
Brazil,2019,SQL Injection,Education,Unknown,Unpatched Software,Firewall,96.6,975019,38,0.0,1-3 days,0.9659262237410795,0.9753645626399229,0.5211267605633803,0.8797978327751926
China,2015,DDoS,Government,Nation-state,Social Engineering,VPN,97.15,399851,38,0.0,1-3 days,0.9714544175294001,0.39974239675103657,0.5211267605633803,0.7098752799026871
India,2024,Ransomware,Government,Hacker Group,Social Engineering,Firewall,79.3,998833,21,0.0,Under a day,0.7920394009448186,0.9991973667223439,0.28169014084507044,0.7521169386581267
France,2017,Man-in-the-Middle,Education,Hacker Group,Unpatched Software,Firewall,76.35,517640,4,0.0,Under a day,0.7623881797165544,0.5176244056560626,0.04225352112676056,0.5449321157804481
Russia,2023,DDoS,Banking,Hacker Group,Social Engineering,AI-based Detection,33.51,615332,65,0.0,1-3 days,0.33179213991355916,0.6153935455074053,0.9014084507042254,0.5307958237498462
France,2017,SQL Injection,Healthcare,Insider,Weak Passwords,Antivirus,96.08,592364,21,0.0,Under a day,0.9606995677957584,0.592407409446053,0.28169014084507044,0.7144100349007092
China,2020,Phishing,Education,Insider,Zero-day,AI-based Detection,33.69,943680,46,0.0,1-3 days,0.3336013669715549,0.9440008166443323,0.6338028169014085,0.5767614918593589
Brazil,2017,Man-in-the-Middle,Retail,Unknown,Unpatched Software,Antivirus,17.99,506551,53,0.0,1-3 days,0.1757965624685898,0.5065266495264764,0.7323943661971831,0.38633514933167445
